K,0.5,1.0,1.5,2.0,2.5,3.0,4.0,5.0
2,0.0,0.0012,0.0043,0.0379,0.1143,0.1158,0.1174,0.1174
3,0.001,0.0088,0.0131,0.0731,0.1145,0.116,0.1174,0.1174
5,0.0318,0.0554,0.0515,0.0969,0.1145,0.1164,0.1177,0.1178
7,0.0021,0.0094,0.0902,0.1191,0.1169,0.117,0.1174,0.1174
9,0.0019,0.0108,0.1164,0.1158,0.1154,0.116,0.1173,0.0011
